tool_name,tool_version,output_name,output_extension,output_edam_format
stacks2_populations,2.4+galaxy1,out_fasta_strict,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_fasta,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_fasta_raw,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_phylip_all_pop_fix,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_phylip_all_loci_fix,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_phylip_all_pop_var,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_phylip_all_loci_var,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_genepop_snps,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_genepop_haps,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_vcf_haplotypes_snps,vcf,format_3016
stacks2_populations,2.4+galaxy1,out_vcf_haplotypes_haps,vcf,format_3016
stacks2_populations,2.4+galaxy1,out_plink_markers,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_plink_genotypes,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_hzar,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_structure,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_radpainter,tabular,format_3475
stacks2_populations,2.4+galaxy1,out_treemix,tabular,format_3475
stacks2_gstacks,2.4+galaxy1,output_log,txt,format_2330
stacks2_gstacks,2.4+galaxy1,distribs,txt,format_2330
stacks2_gstacks,2.4+galaxy1,gstacks_aln_out,bam,format_2572
stacks2_sstacks,2.4+galaxy1,output_log,txt,format_2330
stacks2_cstacks,2.4+galaxy1,output_log,txt,format_2330
stacks2_ustacks,2.4+galaxy1,output_log,txt,format_2330
stacks_populations,1.46.1,out_haplotypes,tabular,format_3475
stacks_populations,1.46.1,out_hapstats,tabular,format_3475
stacks_populations,1.46.1,out_populations_log,tabular,format_3475
stacks_populations,1.46.1,out_sumstats_sum,tabular,format_3475
stacks_populations,1.46.1,out_sumstats,tabular,format_3475
stacks_populations,1.46.1,out_sql,tabular,format_3475
stacks_populations,1.46.1,out_fstats,tabular,format_3475
stacks_populations,1.46.1,out_fasta,tabular,format_3475
stacks_populations,1.46.1,out_phylip_all_partitions,tabular,format_3475
stacks_populations,1.46.1,out_phylip_all_pop,tabular,format_3475
stacks_populations,1.46.1,out_phylip_all_loci,tabular,format_3475
stacks_populations,1.46.1,out_genepop,tabular,format_3475
stacks_populations,1.46.1,out_vcf_haplotypes,tabular,format_3475
stacks_populations,1.46.1,out_hzar,tabular,format_3475
stacks_populations,1.46.1,out_beagle_phased_haplotypes,tabular,format_3475
stacks_populations,1.46.1,out_beagle_phased_markers,tabular,format_3475
stacks_populations,1.46.1,out_beagle_haplotypes,tabular,format_3475
stacks_populations,1.46.1,out_beagle_markers,tabular,format_3475
stacks_populations,1.46.1,out_phylip_pop,tabular,format_3475
stacks_populations,1.46.1,out_phylip_loci,tabular,format_3475
stacks_populations,1.46.1,out_plink_markers,tabular,format_3475
stacks_populations,1.46.1,out_plink_genotypes,tabular,format_3475
stacks_populations,1.46.1,out_fasta_strict,tabular,format_3475
stacks_populations,1.46.1,out_structure,tabular,format_3475
stacks_populations,1.46.1,out_treemix_pop,tabular,format_3475
stacks_populations,1.46.1,out_treemix_loci,tabular,format_3475
stacks_populations,1.46.1,out_fastphase,tabular,format_3475
stacks_populations,1.46.1,out_phase,tabular,format_3475
stacks_populations,1.46.1,out_vcf,tabular,format_3475
stacks_populations,1.46.1,out_genomic,tabular,format_3475
stacks_populations,1.46.1,output_summary,html,format_2331
stacks_clonefilter,1.46.0,clean,fastqsanger.gz,format_1932
stacks_clonefilter,1.46.0,clean_fwd,fastqsanger.gz,format_1932
stacks_clonefilter,1.46.0,clean_rev,fastqsanger.gz,format_1932
stacks_stats,1.46.0,output_summary,html,format_2331
stacks_sstacks,1.46.0,output_log,txt,format_2330
stacks_sstacks,1.46.0,output_summary,html,format_2331
stacks_genotypes,1.46.0,out_joinmap,txt,format_2330
stacks_genotypes,1.46.0,out_onemap,tabular,format_3475
stacks_genotypes,1.46.0,out_onemap_mapmaker,tabular,format_3475
stacks_genotypes,1.46.0,out_genomic,tabular,format_3475
stacks_genotypes,1.46.0,out_rqtl,tabular,format_3475
stacks_genotypes,1.46.0,out_generic_haplo,tabular,format_3475
stacks_genotypes,1.46.0,out_generic_geno,tabular,format_3475
stacks_genotypes,1.46.0,out_sql_markers,tabular,format_3475
stacks_genotypes,1.46.0,out_sql_genotypes,tabular,format_3475
stacks_genotypes,1.46.0,output_summary,html,format_2331
stacks_denovomap,1.46.0,output_log,txt,format_2330
stacks_denovomap,1.46.0,output_summary,html,format_2331
stacks_denovomap,1.46.0,catalogtags,tabular,format_3475
stacks_denovomap,1.46.0,catalogsnps,tabular,format_3475
stacks_denovomap,1.46.0,catalogalleles,tabular,format_3475
stacks_denovomap,1.46.0,out_joinmap,txt,format_2330
stacks_denovomap,1.46.0,out_generic_haplo,tabular,format_3475
stacks_denovomap,1.46.0,out_generic_geno,tabular,format_3475
stacks_denovomap,1.46.0,out_sql_markers,tabular,format_3475
stacks_denovomap,1.46.0,out_sql_genotypes,tabular,format_3475
stacks_denovomap,1.46.0,out_haplotypes,tabular,format_3475
stacks_denovomap,1.46.0,out_hapstats,tabular,format_3475
stacks_denovomap,1.46.0,out_populations_log,tabular,format_3475
stacks_denovomap,1.46.0,out_sumstats_sum,tabular,format_3475
stacks_denovomap,1.46.0,out_sumstats,tabular,format_3475
stacks_denovomap,1.46.0,out_sql,tabular,format_3475
stacks_ustacks,1.46.0,output_log,txt,format_2330
stacks_ustacks,1.46.0,output_summary,html,format_2331
stacks_assembleperead,1.46.0,contigs,fasta,format_1929
stacks_procrad,1.46.0,output_log,txt,format_2330
stacks_refmap,1.46.0,output_log,txt,format_2330
stacks_refmap,1.46.0,output_summary,html,format_2331
stacks_refmap,1.46.0,catalogtags,tabular,format_3475
stacks_refmap,1.46.0,catalogsnps,tabular,format_3475
stacks_refmap,1.46.0,catalogalleles,tabular,format_3475
stacks_refmap,1.46.0,out_joinmap,txt,format_2330
stacks_refmap,1.46.0,out_generic_haplo,tabular,format_3475
stacks_refmap,1.46.0,out_generic_geno,tabular,format_3475
stacks_refmap,1.46.0,out_sql_markers,tabular,format_3475
stacks_refmap,1.46.0,out_sql_genotypes,tabular,format_3475
stacks_refmap,1.46.0,out_haplotypes,tabular,format_3475
stacks_refmap,1.46.0,out_hapstats,tabular,format_3475
stacks_refmap,1.46.0,out_populations_log,tabular,format_3475
stacks_refmap,1.46.0,out_sumstats_sum,tabular,format_3475
stacks_refmap,1.46.0,out_sumstats,tabular,format_3475
stacks_refmap,1.46.0,out_sql,tabular,format_3475
stacks_cstacks,1.46.0,output_log,txt,format_2330
stacks_cstacks,1.46.0,output_summary,html,format_2331
stacks_cstacks,1.46.0,catalogtags,tabular,format_3475
stacks_cstacks,1.46.0,catalogsnps,tabular,format_3475
stacks_cstacks,1.46.0,catalogalleles,tabular,format_3475
stacks_rxstacks,1.46.0,output_log,txt,format_2330
stacks_rxstacks,1.46.0,output_lnl_dist,txt,format_2330
stacks_pstacks,1.46.0,output_log,txt,format_2330
stacks_pstacks,1.46.0,output_summary,html,format_2331
graphicsmagick_image_convert,1.3.31,output,png,format_3603
NSPDK_candidateClust,9.2.3.1,fast_cluster,txt,format_2330
NSPDK_candidateClust,9.2.3.1,fast_cluster_sim,txt,format_2330
NSPDK_candidateClust,9.2.3.1,black_list,txt,format_2330
NSPDK_candidateClust,9.2.3.1,fast_cluster_m,txt,format_2330
NSPDK_candidateClust,9.2.3.1,fast_cluster_sim_m,txt,format_2330
NSPDK_candidateClust,9.2.3.1,black_list_m,txt,format_2330
preproc,0.5,data.fasta,fasta,format_1929
preproc,0.5,data.map,txt,format_2330
preproc,0.5,data.names,txt,format_2330
preproc,0.5,data.fasta.scan,fasta,format_1929
preproc,0.5,FASTA,zip,format_2333
preproc,0.5,shape_data_split,txt,format_2330
preproc,0.5,alignment_data_split,stockholm,format_1961
nspdk_sparse,9.2.3,data_svector,zip,format_2333
locarna_best_subtree,0.4,model_tree_stk,stockholm,format_1961
glob_report,0.5,final_stats,txt,format_2330
glob_report,0.5,tableForEval,tabular,format_3475
glob_report,0.5,final_soft,txt,format_2330
glob_report,0.5,final_used_cmsearch,txt,format_2330
glob_report,0.5,evaluation,txt,format_2330
glob_report,0.5,combined_cm_out,txt,format_2330
glob_report,0.5,RESULTS_zip,zip,format_2333
cmFinder,0.4,model_cmfinder_stk,stockholm,format_1961
graphclust_align_cluster,0.1,alignment_ps,data,format_1915
graphclust_align_cluster,0.1,alignment_png,png,format_3603
graphclust_align_cluster,0.1,structure_ps,data,format_1915
graphclust_align_cluster,0.1,structure_png,png,format_3603
graphclust_align_cluster,0.1,alignment_sth,stockholm,format_1961
graphclust_align_cluster,0.1,alignment_clustal_out,clustal,format_2330
graphclust_align_cluster,0.1,Rscape_R2R,pdf,format_3508
graphclust_align_cluster,0.1,rnaz_out,txt,format_2330
graphclust_align_cluster,0.1,rscape_out,txt,format_2330
graphclust_align_cluster,0.1,evofold_out,txt,format_2330
graphclust_align_cluster,0.1,cons_tsv,tabular,format_3475
graphclust_aggregate_alignments,0.1,filtered_tsv,tabular,format_3475
graphclust_aggregate_alignments,0.1,bed_clusters,tabular,format_3475
graphclust_glob_report_no_align,0.5,final_stats,txt,format_2330
graphclust_glob_report_no_align,0.5,tableForEval,tabular,format_3475
graphclust_glob_report_no_align,0.5,final_soft,txt,format_2330
graphclust_glob_report_no_align,0.5,final_used_cmsearch,txt,format_2330
graphclust_glob_report_no_align,0.5,evaluation,txt,format_2330
graphclust_glob_report_no_align,0.5,combined_cm_out,txt,format_2330
graphclust_glob_report_no_align,0.5,RESULTS_zip,zip,format_2333
motifFinderPlot,0.3,motif_plot,png,format_3603
infernal_cmbuild,1.1.0.2,summary_outfile,txt,format_2330
infernal_cmbuild,1.1.0.2,cmfile_outfile,cm,format_2330
infernal_cmbuild,1.1.0.2,refined_multiple_alignment_output,stockholm,format_1961
infernal_cmsearch,1.1.0.2,outfile,tabular,format_3475
infernal_cmsearch,1.1.0.2,multiple_alignment_output,tabular,format_3475
infernal_cmstat,1.1.0.1,outfile,tabular,format_3475
mimodd_info,0.1.8_1,ofile,txt,format_2330
mimodd_varreport,0.1.8_1,ofile,html,format_2331
mimodd_varextract,0.1.8_1,output_vcf,vcf,format_3016
mimodd_map,0.1.8_1,ofile,tabular,format_3475
mimodd_map,0.1.8_1,tfile,tabular,format_3475
mimodd_map,0.1.8_1,pfile,pdf,format_3508
mimodd_vcf_filter,0.1.8_1,outputfile,vcf,format_3016
mimodd_covstats,0.1.8_1,ofile,tabular,format_3475
mimodd_convert,0.1.8_1,outputname,bam,format_2572
mimodd_varcall,0.1.8_1,ofile,bcf,format_3020
mimodd_header,0.1.8_1,ofile,sam,format_2573
mimodd_reheader,0.1.8_1,output,bam,format_2572
mimodd_rebase,0.1.8_1,output_vcf,vcf,format_3016
mimodd_delcall,0.1.8_1,ofile,gff,format_2305
mimodd_sort,0.1.8_1,ofile,bam,format_2572
eggnog_mapper,1.0.2,seed_orthologs,tabular,format_3475
eggnog_mapper,1.0.2,annotations,tabular,format_3475
eggnog_mapper,1.0.2,hmm_hits,tabular,format_3475
eggnog_mapper,1.0.2,annotations_orthologs,tabular,format_3475
dada2_plotQualityProfile,1.12+galaxy0,output,pdf,format_3508
dada2_plotQualityProfile,1.12+galaxy0,output_fwd,pdf,format_3508
dada2_plotQualityProfile,1.12+galaxy0,output_rev,pdf,format_3508
dada2_plotComplexity,1.12+galaxy0,output,pdf,format_3508
dada2_plotComplexity,1.12+galaxy0,output_fwd,pdf,format_3508
dada2_plotComplexity,1.12+galaxy0,output_rev,pdf,format_3508
dada2_mergePairs,1.12+galaxy0,merged,dada2_mergepairs,format_2333
dada2_seqCounts,1.12+galaxy0,counts,tabular,format_3475
dada2_assignTaxonomyAddspecies,1.12+galaxy0,output,tabular,format_3475
dada2_assignTaxonomyAddspecies,1.12+galaxy0,bootstraps,tabular,format_3475
dada2_makeSequenceTable,1.12+galaxy0,stable,dada2_sequencetable,format_3475
dada2_makeSequenceTable,1.12+galaxy0,plot_output,pdf,format_3508
dada2_learnErrors,1.12+galaxy0,errors,dada2_errorrates,format_2333
dada2_learnErrors,1.12+galaxy0,plot,pdf,format_3508
dada2_removeBimeraDenovo,1.12+galaxy0,stable_uniques,dada2_uniques,format_3475
dada2_removeBimeraDenovo,1.12+galaxy0,stable_mergepairs,dada2_mergepairs,format_2333
dada2_removeBimeraDenovo,1.12+galaxy0,stable_sequencetable,dada2_sequencetable,format_3475
dada2_dada,1.12+galaxy0,dada,dada2_dada,format_2333
dada2_filterAndTrim,1.12+galaxy0,output_single,data,format_1915
dada2_filterAndTrim,1.12+galaxy0,output_fwd,data,format_1915
dada2_filterAndTrim,1.12+galaxy0,output_rev,data,format_1915
dada2_filterAndTrim,1.12+galaxy0,outtab,tabular,format_3475
interproscan,5.0.0,outfile,tabular,format_3475
maxbin2,2.2.7+galaxy1,noclass,fasta,format_1929
maxbin2,2.2.7+galaxy1,toshort,fasta,format_1929
maxbin2,2.2.7+galaxy1,summary,tabular,format_3475
maxbin2,2.2.7+galaxy1,log,txt,format_2330
maxbin2,2.2.7+galaxy1,marker,tabular,format_3475
maxbin2,2.2.7+galaxy1,abundout,tabular,format_3475
maxbin2,2.2.7+galaxy1,plot,pdf,format_3508
maxbin2,2.2.7+galaxy1,reassembly_noclass,fasta,format_1929
maxbin2,2.2.7+galaxy1,reassembly_n50,txt,format_2330
staramr_search,0.5.1,summary,tabular,format_3475
staramr_search,0.5.1,detailed_summary,tabular,format_3475
staramr_search,0.5.1,resfinder,tabular,format_3475
staramr_search,0.5.1,plasmidfinder,tabular,format_3475
staramr_search,0.5.1,pointfinder,tabular,format_3475
staramr_search,0.5.1,settings,txt,format_2330
staramr_search,0.5.1,excel,xlsx,format_2333
group_humann2_uniref_abundances_to_go,1.2.3,molecular_function_abundance,tabular,format_3475
group_humann2_uniref_abundances_to_go,1.2.3,biological_process_abundance,tabular,format_3475
group_humann2_uniref_abundances_to_go,1.2.3,cellular_component_abundance,tabular,format_3475
PlasFlow,1.0,probability_table,tabular,format_3475
PlasFlow,1.0,chromosomes,fasta,format_1929
PlasFlow,1.0,plasmids,fasta,format_1929
PlasFlow,1.0,unclassified,fasta,format_1929
khmer_abundance_distribution_single,2.0.0,optional_output_countgraph,oxlicg,format_2333
khmer_abundance_distribution_single,2.0.0,output_histogram_filename,txt,format_2330
khmer_normalize_by_median,2.0.0,countgraph,oxlicg,format_2333
khmer_normalize_by_median,2.0.0,report,txt,format_2330
khmer_partition,2.0.0,information,txt,format_2330
khmer_count_median,2.0.0,output_summary_filename,txt,format_2330
khmer_abundance_distribution,2.0.0,output_histogram_filename,txt,format_2330
khmer_extract_partitions,2.0.0,distribution,txt,format_2330
vsearch_sorting,2.8.3.0,outfile,fasta,format_1929
vsearch_chimera_detection,2.8.3.0,outfile,fasta,format_1929
vsearch_chimera_detection,2.8.3.0,nonchimeras,fasta,format_1929
vsearch_chimera_detection,2.8.3.0,uchimealns,fasta,format_1929
vsearch_chimera_detection,2.8.3.0,uchimeout,tabular,format_3475
vsearch_clustering,2.8.3.0,msaout,fasta,format_1929
vsearch_clustering,2.8.3.0,consout,fasta,format_1929
vsearch_clustering,2.8.3.0,centroids,fasta,format_1929
vsearch_clustering,2.8.3.0,alnout,fasta,format_1929
vsearch_clustering,2.8.3.0,notmatched,fasta,format_1929
vsearch_clustering,2.8.3.0,matched,fasta,format_1929
vsearch_clustering,2.8.3.0,blast6out,tabular,format_3475
vsearch_clustering,2.8.3.0,fastapairs,fasta,format_1929
vsearch_clustering,2.8.3.0,uc_outfile,tabular,format_3475
vsearch_search,2.8.3.0,uc,fasta,format_1929
vsearch_search,2.8.3.0,dbnotmatched,fasta,format_1929
vsearch_search,2.8.3.0,dbmatched,fasta,format_1929
vsearch_search,2.8.3.0,alnout,fasta,format_1929
vsearch_search,2.8.3.0,blast6out,tabular,format_3475
vsearch_search,2.8.3.0,notmatched,fasta,format_1929
vsearch_search,2.8.3.0,matched,fasta,format_1929
vsearch_search,2.8.3.0,fastapairs,fasta,format_1929
vsearch_search,2.8.3.0,userout,tabular,format_3475
vsearch_masking,2.8.3.0,outfile,fasta,format_1929
vsearch_alignment,2.8.3.0,outfile,fasta,format_1929
vsearch_alignment,2.8.3.0,userout,tabular,format_3475
vsearch_dereplication,2.8.3.0,outfile,fasta,format_1929
vsearch_dereplication,2.8.3.0,uc_outfile,fasta,format_1929
vsearch_shuffling,2.8.3.0,outfile,fasta,format_1929
vegan_rarefaction,2.4-3,output_species_count,tabular,format_3475
vegan_rarefaction,2.4-3,output_species_frequency,tabular,format_3475
vegan_rarefaction,2.4-3,output_richness,tabular,format_3475
vegan_rarefaction,2.4-3,output_species_probabilities,tabular,format_3475
vegan_rarefaction,2.4-3,output_slope,tabular,format_3475
vegan_rarefaction,2.4-3,output_plot,png,format_3603
vegan_rarefaction,2.4-3,output_random_rarefied,tabular,format_3475
vegan_rarefaction,2.4-3,output_r_script,txt,format_2330
vegan_fisher_alpha,2.4-3,output_fisher_alpha,tabular,format_3475
vegan_diversity,2.4-3,output_diversity_index,tabular,format_3475
compare_humann2_output,0.1.0,more_abundant_output_file,tabular,format_3475
compare_humann2_output,0.1.0,similar_output_file,tabular,format_3475
compare_humann2_output,0.1.0,log,txt,format_2330
combine_metaphlan2_humann2,0.1.0,gene_families_output_file,tabular,format_3475
combine_metaphlan2_humann2,0.1.0,pathway_output_file,tabular,format_3475
format_metaphlan2_output,0.1.0,all_taxo_level_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,kingdom_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,phylum_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,class_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,order_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,family_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,genus_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,species_abundance_file,tabular,format_3475
format_metaphlan2_output,0.1.0,strains_abundance_file,tabular,format_3475
valet,1.0.0,comparison_plot,pdf,format_3508
humann2_split_stratified_table,0.11.1.0,stratified,tsv,format_3475
humann2_split_stratified_table,0.11.1.0,unstratified,tsv,format_3475
humann2_renorm_table,0.11.1.0,output_table,tsv,format_3475
humann2_genefamilies_genus_level,0.11.1.0,output,tsv,format_3475
humann2_rna_dna_norm,0.11.1.0,results-relative_expression,tsv,format_3475
humann2_rna_dna_norm,0.11.1.0,results-smoothed_dna,tsv,format_3475
humann2_rna_dna_norm,0.11.1.0,results-smoothed_rna,tsv,format_3475
humann2_regroup_table,0.11.1.0,output_table,tsv,format_3475
humann2_barplot,0.11.1.0,barplot_png,png,format_3603
humann2_barplot,0.11.1.0,barplot_pdf,pdf,format_3508
humann2_barplot,0.11.1.0,barplot_svg,svg,format_2332
humann2,0.11.1.0,gene_families_tsv,tsv,format_3475
humann2,0.11.1.0,gene_families_biom,biom1,format_3746
humann2,0.11.1.0,pathcoverage_tsv,tsv,format_3475
humann2,0.11.1.0,pathcoverage_biom,biom1,format_3746
humann2,0.11.1.0,pathabundance_tsv,tsv,format_3475
humann2,0.11.1.0,pathabundance_biom,biom1,format_3746
humann2_rename_table,0.11.1.0,output_table,tsv,format_3475
humann2_reduce_table,0.11.1.0,output_table,tsv,format_3475
humann2_unpack_pathways,0.11.1.0,output,tsv,format_3475
humann2_join_tables,0.11.1.0,joined_table,tsv,format_3475
humann2_associate,0.11.1.0,associated_table,tabular,format_3475
bio_hansel,0.1.0,results.tab,tabular,format_3475
bio_hansel,0.1.0,match_results.tab,tabular,format_3475
nonpareil,3.1.1.0,summary,tabular,format_3475
nonpareil,3.1.1.0,all_data_output,tabular,format_3475
nonpareil,3.1.1.0,log,txt,format_2330
nonpareil,3.1.1.0,mating_vector_output,tabular,format_3475
metaphlan2,2.6.0.0,output_file,tabular,format_3475
metaphlan2,2.6.0.0,sam_output_file,sam,format_2573
metaphlan2,2.6.0.0,biom_output_file,biom1,format_3746
metaphlan2krona,2.6.0.0,krona,tabular,format_3475
merge_metaphlan_tables,2.6.0.0,output,tabular,format_3475
metaphlan_hclust_heatmap,2.6.0.0,out_pdf,pdf,format_3508
metaphlan_hclust_heatmap,2.6.0.0,out_png,png,format_3603
metaphlan_hclust_heatmap,2.6.0.0,out_svg,svg,format_2332
metagenomeseq_normalizaton,1.16.0-0.0.1,output_tabular_dataset,tabular,format_3475
metagenomeseq_normalizaton,1.16.0-0.0.1,output_stats,tabular,format_3475
metagenomeseq_normalizaton,1.16.0-0.0.1,output_r_script,txt,format_2330
qiime_collapse_samples,1.9.1.0,output_biom_fp,biom1,format_3746
qiime_collapse_samples,1.9.1.0,output_mapping_fp,tabular,format_3475
qiime_make_otu_table,1.9.1.0,output_biom_fp,biom1,format_3746
qiime_pick_open_reference_otus,1.9.1.0,final_otu_map,txt,format_2330
qiime_pick_open_reference_otus,1.9.1.0,final_otu_map_mc,txt,format_2330
qiime_pick_open_reference_otus,1.9.1.0,rep_set,fasta,format_1929
qiime_pick_open_reference_otus,1.9.1.0,otu_table_mc,biom1,format_3746
qiime_pick_open_reference_otus,1.9.1.0,otu_table_mc_w_tax,biom1,format_3746
qiime_pick_open_reference_otus,1.9.1.0,otu_table_mc_w_tax_no_pynast_failures,biom1,format_3746
qiime_pick_open_reference_otus,1.9.1.0,otu_table_mc_no_pynast_failures,biom1,format_3746
qiime_pick_open_reference_otus,1.9.1.0,rep_set_tree,txt,format_2330
qiime_pick_open_reference_otus,1.9.1.0,new_refseqs,fasta,format_1929
qiime_pick_closed_reference_otus,1.9.1.0,otu_table,biom1,format_3746
qiime_count_seqs,1.9.1.0,output_fp,txt,format_2330
qiime_extract_barcodes,1.9.1.0,reads,fastq,format_1930
qiime_extract_barcodes,1.9.1.0,reads1,fastq,format_1930
qiime_extract_barcodes,1.9.1.0,reads2,fastq,format_1930
qiime_extract_barcodes,1.9.1.0,barcodes,fastq,format_1930
count_seqs,1.9.1.0,output_fp,txt,format_2330
qiime_make_emperor,1.9.1.0,html_report,html,format_2331
qiime_make_otu_heatmap,1.9.1.0,pdf_output_fp,pdf,format_3508
qiime_make_otu_heatmap,1.9.1.0,png_output_fp,png,format_3603
qiime_make_otu_heatmap,1.9.1.0,svg_output_fp,svg,format_2332
qiime_pick_rep_set,1.9.1.0,result_fp,fasta,format_1929
qiime_pick_rep_set,1.9.1.0,log_fp,txt,format_2330
qiime_multiple_join_paired_ends,1.9.1.0,log,txt,format_2330
qiime_align_seqs,1.9.1.0,aligned_sequences,fasta,format_1929
qiime_align_seqs,1.9.1.0,failures_sequences,fasta,format_1929
qiime_align_seqs,1.9.1.0,log,txt,format_2330
qiime_alpha_rarefaction,1.9.1.0,alpha_rarefaction_plots,html,format_2331
pick_open_reference_otus,1.9.1.0,final_otu_map,txt,format_2330
pick_open_reference_otus,1.9.1.0,final_otu_map_mc,txt,format_2330
pick_open_reference_otus,1.9.1.0,rep_set,fasta,format_1929
pick_open_reference_otus,1.9.1.0,otu_table_mc,biom1,format_3746
pick_open_reference_otus,1.9.1.0,otu_table_mc_w_tax,biom1,format_3746
pick_open_reference_otus,1.9.1.0,otu_table_mc_w_tax_no_pynast_failures,biom1,format_3746
pick_open_reference_otus,1.9.1.0,otu_table_mc_no_pynast_failures,biom1,format_3746
pick_open_reference_otus,1.9.1.0,rep_set_tree,txt,format_2330
pick_open_reference_otus,1.9.1.0,new_refseqs,fasta,format_1929
pick_closed_reference_otus,1.9.1.0,otu_table,biom1,format_3746
qiime_core_diversity,1.9.1.0,html_report,html,format_2331
qiime_alpha_diversity,1.9.1.0,alpha_diversity,tabular,format_3475
qiime_split_libraries_fastq,1.9.1.0,log,txt,format_2330
qiime_split_libraries_fastq,1.9.1.0,histograms,tabular,format_3475
qiime_split_libraries_fastq,1.9.1.0,seqs,fasta,format_1929
qiime_split_libraries_fastq,1.9.1.0,seqs_qual,qual,format_3606
qiime_split_libraries_fastq,1.9.1.0,seqs_fastq,fastq,format_1930
qiime_filter_otus_from_otu_table,1.9.1.0,output_fp,biom1,format_3746
qiime_jackknifed_beta_diversity,1.9.1.0,jackknifed_beta_diversity_report,html,format_2331
qiime_filter_taxa_from_otu_table,1.9.1.0,output_otu_table_fp,biom1,format_3746
qiime_pick_otus,1.9.1.0,otus,txt,format_2330
qiime_pick_otus,1.9.1.0,log,txt,format_2330
qiime_pick_otus,1.9.1.0,failures,txt,format_2330
qiime_pick_otus,1.9.1.0,blast_output,tabular,format_3475
qiime_compare_categories,1.9.1.0,test_results,txt,format_2330
qiime_compare_categories,1.9.1.0,dbrda_plot,pdf,format_3508
qiime_plot_taxa_summary,1.9.1.0,bar_charts_html_report,html,format_2331
qiime_plot_taxa_summary,1.9.1.0,pie_charts_html_report,html,format_2331
qiime_plot_taxa_summary,1.9.1.0,area_charts_html_report,html,format_2331
qiime_filter_fasta,1.9.1.0,fitered_fasta,fasta,format_1929
qiime_filter_alignment,1.9.1.0,filtered_sequences,fasta,format_1929
qiime_assign_taxonomy,1.9.1.0,log,txt,format_2330
qiime_assign_taxonomy,1.9.1.0,tax_assignments,txt,format_2330
qiime_assign_taxonomy,1.9.1.0,sortmerna_map,tabular,format_3475
qiime_make_phylogeny,1.9.1.0,result_fp,nhx,format_1910
qiime_make_phylogeny,1.9.1.0,log_fp,txt,format_2330
qiime_split_libraries,1.9.1.0,sequences,fasta,format_1929
qiime_split_libraries,1.9.1.0,log,txt,format_2330
qiime_split_libraries,1.9.1.0,histograms,txt,format_2330
qiime_split_libraries,1.9.1.0,quality,data,format_1915
qiime_filter_samples_from_otu_table,1.9.1.0,output_fp,biom1,format_3746
qiime_filter_samples_from_otu_table,1.9.1.0,output_mapping_fp,txt,format_2330
qiime_summarize_taxa_through_plots,1.9.1.0,bar_charts_html_report,html,format_2331
qiime_summarize_taxa_through_plots,1.9.1.0,area_charts_html_report,html,format_2331
qiime_multiple_split_libraries_fastq,1.9.1.0,seq,fastq,format_1930
qiime_multiple_split_libraries_fastq,1.9.1.0,histogram,txt,format_2330
qiime_multiple_split_libraries_fastq,1.9.1.0,log,txt,format_2330
qiime_beta_diversity_through_plots,1.9.1.0,beta_diversity_pcoa,html,format_2331
qiime_validate_mapping_file,1.9.1.0,html_report,html,format_2331
qiime_validate_mapping_file,1.9.1.0,log,txt,format_2330
qiime_validate_mapping_file,1.9.1.0,mapping_fp_corrected,tabular,format_3475
mothur_chimera_vsearch,1.39.5.1,logfile,txt,format_2330
mothur_chimera_vsearch,1.39.5.1,vsearch.chimeras,txt,format_2330
mothur_chimera_vsearch,1.39.5.1,out_accnos,mothur.accnos,format_3475
mothur_chimera_vsearch,1.39.5.1,out_count,mothur.count_table,format_3475
mothur_clearcut,1.39.5.0,logfile,txt,format_2330
mothur_clearcut,1.39.5.0,tree,mothur.tre,format_2330
mothur_clearcut,1.39.5.0,matrix,mothur.lower.dist,format_2330
mothur_chimera_pintail,1.39.5.0,logfile,txt,format_2330
mothur_chimera_pintail,1.39.5.0,pintail.chimeras,txt,format_2330
mothur_chimera_pintail,1.39.5.0,out_accnos,mothur.accnos,format_3475
mothur_chimera_pintail,1.39.5.0,out_freq,mothur.freq,format_3475
mothur_chimera_pintail,1.39.5.0,out_quantile,mothur.quan,format_3475
mothur_split_abund,1.39.5.0,logfile,txt,format_2330
mothur_split_abund,1.39.5.0,abund_fasta,data,format_1915
mothur_split_abund,1.39.5.0,rare_fasta,data,format_1915
mothur_split_abund,1.39.5.0,abund_groups,mothur.groups,format_3475
