tool_name,tool_version,input_name,input_extension,input_edam_format
valet,1.0.0,assembly|assembly_fasta,fasta,format_1929
valet,1.0.0,input_reads|single_input_reads|reads,fasta,format_1929
valet,1.0.0,input_reads|single_input_reads|reads,fastq,format_1930
valet,1.0.0,input_reads|paired_input_reads|paired_reads|mate_1,fasta,format_1929
valet,1.0.0,input_reads|paired_input_reads|paired_reads|mate_2,fasta,format_1929
valet,1.0.0,input_reads|paired_input_reads|paired_reads|mate_1,fastq,format_1930
valet,1.0.0,input_reads|paired_input_reads|paired_reads|mate_2,fastq,format_1930
valet,1.0.0,coverage_file,tabular,format_3475
valet,1.0.0,orf_file,gff,format_2305
humann2_split_stratified_table,0.11.1.0,input,tsv,format_3475
humann2_renorm_table,0.11.1.0,input,tsv,format_3475
humann2_genefamilies_genus_level,0.11.1.0,input,tsv,format_3475
humann2_rna_dna_norm,0.11.1.0,input_dna,tsv,format_3475
humann2_rna_dna_norm,0.11.1.0,input_rna,tsv,format_3475
humann2_regroup_table,0.11.1.0,input,tsv,format_3475
humann2_regroup_table,0.11.1.0,built_in|custom,tsv,format_3475
humann2_barplot,0.11.1.0,input,tsv,format_3475
humann2,0.11.1.0,input,fastq,format_1930
humann2,0.11.1.0,taxo_profile|taxonomic_profile,tabular,format_3475
humann2,0.11.1.0,taxo_profile|metaphlan2_db_choice|bowtie2db,fasta,format_1929
humann2,0.11.1.0,taxo_profile|metaphlan2_db_choice|mpa_pkl,json,format_3464
humann2,0.11.1.0,protein_db|protein_database,fasta,format_1929
humann2_split_table,0.11.1.0,input,tsv,format_3475
humann2_strain_profiler,0.11.1.0,input,tsv,format_3475
humann2_rename_table,0.11.1.0,input,tsv,format_3475
humann2_rename_table,0.11.1.0,renaming|custom,tsv,format_3475
humann2_reduce_table,0.11.1.0,input,tsv,format_3475
humann2_unpack_pathways,0.11.1.0,input_genes,tsv,format_3475
humann2_unpack_pathways,0.11.1.0,input_pathways,tsv,format_3475
humann2_unpack_pathways,0.11.1.0,gene_mapping,tsv,format_3475
humann2_unpack_pathways,0.11.1.0,pathway_mapping,tsv,format_3475
humann2_join_tables,0.11.1.0,input_table,tsv,format_3475
humann2_associate,0.11.1.0,input,tsv,format_3475
bio_hansel,0.1.0,data_type|fastq_input1,fastqsanger,format_1932
bio_hansel,0.1.0,data_type|fastq_input1,fastqsanger,format_1932
bio_hansel,0.1.0,data_type|fastq_input2,fastqsanger,format_1932
bio_hansel,0.1.0,type_of_scheme|scheme_input,fasta,format_1929
nonpareil,3.1.1.0,input,fastq,format_1930
metaphlan2,2.6.0.0,input_file,fastq,format_1930
metaphlan2,2.6.0.0,db|bowtie2db,fasta,format_1929
metaphlan2,2.6.0.0,db|mpa_pkl,json,format_3464
metaphlan2krona,2.6.0.0,profile,tabular,format_3475
merge_metaphlan_tables,2.6.0.0,input_files,tabular,format_3475
metaphlan_hclust_heatmap,2.6.0.0,in,tabular,format_3475
metagenomeseq_normalizaton,1.16.0-0.0.1,input_abundance_file,biom1,format_3746
qiime_collapse_samples,1.9.1.0,input_biom_fp,biom1,format_3746
qiime_collapse_samples,1.9.1.0,mapping_fp,tabular,format_3475
qiime_make_otu_table,1.9.1.0,otu_map_fp,tabular,format_3475
qiime_make_otu_table,1.9.1.0,taxonomy,txt,format_2330
qiime_make_otu_table,1.9.1.0,exclude_otus_fp,tabular,format_3475
qiime_make_otu_table,1.9.1.0,mapping_fp,tabular,format_3475
qiime_pick_open_reference_otus,1.9.1.0,input_fps,fasta,format_1929
qiime_pick_open_reference_otus,1.9.1.0,ref_sequences|reference_fp,fasta,format_1929
qiime_pick_open_reference_otus,1.9.1.0,prefilter|prefilter_ref_seq|prefilter_refseqs_fp,fasta,format_1929
qiime_pick_open_reference_otus,1.9.1.0,step1_otu_map_fp,txt,format_2330
qiime_pick_open_reference_otus,1.9.1.0,step1_failures_fasta_fp,fasta,format_1929
qiime_pick_closed_reference_otus,1.9.1.0,input_fp,fasta,format_1929
qiime_pick_closed_reference_otus,1.9.1.0,ref_seq|reference_fp,fasta,format_1929
qiime_pick_closed_reference_otus,1.9.1.0,taxonomy|taxo_map|taxonomy_fp,txt,format_2330
qiime_pick_closed_reference_otus,1.9.1.0,parameter_fp,txt,format_2330
qiime_count_seqs,1.9.1.0,input_fps,fasta,format_1929
qiime_extract_barcodes,1.9.1.0,fastq1,fastq,format_1930
qiime_extract_barcodes,1.9.1.0,type|fastq2,fastq,format_1930
qiime_extract_barcodes,1.9.1.0,mapping_fp,txt,format_2330
count_seqs,1.9.1.0,input_fps,fasta,format_1929
qiime_make_emperor,1.9.1.0,input_coords,txt,format_2330
qiime_make_emperor,1.9.1.0,map_fp,tabular,format_3475
qiime_make_emperor,1.9.1.0,add_vectors,txt,format_2330
qiime_make_emperor,1.9.1.0,color_by,txt,format_2330
qiime_make_emperor,1.9.1.0,summarized_taxa_file|taxa_fp,txt,format_2330
qiime_make_emperor,1.9.1.0,add_custom_axes|custom_axes,txt,format_2330
qiime_make_emperor,1.9.1.0,add_custom_axes|missing_custom_axes_values,txt,format_2330
qiime_make_otu_heatmap,1.9.1.0,otu_table_fp,biom1,format_3746
qiime_make_otu_heatmap,1.9.1.0,otu_tree,txt,format_2330
qiime_make_otu_heatmap,1.9.1.0,map_fname,txt,format_2330
qiime_make_otu_heatmap,1.9.1.0,sample_tree,txt,format_2330
qiime_pick_rep_set,1.9.1.0,input_file,txt,format_2330
qiime_pick_rep_set,1.9.1.0,picking|fasta_file,fasta,format_1929
qiime_pick_rep_set,1.9.1.0,picking|reference_seqs_fp,fasta,format_1929
qiime_multiple_join_paired_ends,1.9.1.0,input_files|r1_file,fastq,format_1930
qiime_multiple_join_paired_ends,1.9.1.0,input_files|r2_file,fastq,format_1930
qiime_multiple_join_paired_ends,1.9.1.0,input_files|barcode|barcode_seq,fastq,format_1930
qiime_multiple_join_paired_ends,1.9.1.0,parameter_fp,txt,format_2330
qiime_align_seqs,1.9.1.0,input_fasta_fp,fasta,format_1929
qiime_align_seqs,1.9.1.0,alignment|template_fp,fasta,format_1929
qiime_align_seqs,1.9.1.0,alignment|template_fp,stockholm,format_1961
qiime_alpha_rarefaction,1.9.1.0,otu_table_fp,tabular,format_3475
qiime_alpha_rarefaction,1.9.1.0,mapping_fp,tabular,format_3475
qiime_alpha_rarefaction,1.9.1.0,parameter_fp,txt,format_2330
qiime_alpha_rarefaction,1.9.1.0,tree_fp,tabular,format_3475
pick_open_reference_otus,1.9.1.0,input_fps,fasta,format_1929
pick_open_reference_otus,1.9.1.0,ref_sequences|reference_fp,fasta,format_1929
pick_open_reference_otus,1.9.1.0,prefilter|prefilter_ref_seq|prefilter_refseqs_fp,fasta,format_1929
pick_open_reference_otus,1.9.1.0,step1_otu_map_fp,txt,format_2330
pick_open_reference_otus,1.9.1.0,step1_failures_fasta_fp,fasta,format_1929
pick_closed_reference_otus,1.9.1.0,input_fp,fasta,format_1929
pick_closed_reference_otus,1.9.1.0,ref_seq|reference_fp,fasta,format_1929
pick_closed_reference_otus,1.9.1.0,taxonomy|taxo_map|taxonomy_fp,txt,format_2330
pick_closed_reference_otus,1.9.1.0,parameter_fp,txt,format_2330
qiime_core_diversity,1.9.1.0,input_biom_fp,tabular,format_3475
qiime_core_diversity,1.9.1.0,mapping_fp,tabular,format_3475
qiime_core_diversity,1.9.1.0,parameter_fp,txt,format_2330
qiime_core_diversity,1.9.1.0,phylogenetic|tree_fp,txt,format_2330
qiime_alpha_diversity,1.9.1.0,input_path,tabular,format_3475
qiime_alpha_diversity,1.9.1.0,tree_path,nhx,format_1910
qiime_split_libraries_fastq,1.9.1.0,sequence_read_fps,fastq,format_1930
qiime_split_libraries_fastq,1.9.1.0,mapping_fps,txt,format_2330
qiime_split_libraries_fastq,1.9.1.0,barcode_read_fps,fastq,format_1930
qiime_filter_otus_from_otu_table,1.9.1.0,input_fp,biom1,format_3746
qiime_filter_otus_from_otu_table,1.9.1.0,id_filtering_condition|otu_ids_to_exclude_fp,fasta,format_1929
qiime_jackknifed_beta_diversity,1.9.1.0,otu_table_fp,tabular,format_3475
qiime_jackknifed_beta_diversity,1.9.1.0,mapping_fp,tabular,format_3475
qiime_jackknifed_beta_diversity,1.9.1.0,tree_fp,txt,format_2330
qiime_jackknifed_beta_diversity,1.9.1.0,parameter_fp,txt,format_2330
qiime_filter_taxa_from_otu_table,1.9.1.0,input_otu_table_fp,biom1,format_3746
qiime_pick_otus,1.9.1.0,input_seqs_filepath,fasta,format_1929
qiime_pick_otus,1.9.1.0,method|references|refseqs_fp,fasta,format_1929
qiime_compare_categories,1.9.1.0,input_dm,txt,format_2330
qiime_compare_categories,1.9.1.0,mapping_file,tabular,format_3475
qiime_plot_taxa_summary,1.9.1.0,counts_fname,tabular,format_3475
qiime_upgma_cluster,1.9.1.0,input_path,txt,format_2330
qiime_filter_fasta,1.9.1.0,input_fasta_fp,fasta,format_1929
qiime_filter_fasta,1.9.1.0,selection|otu_map,txt,format_2330
qiime_filter_fasta,1.9.1.0,selection|seq_id_fp,tabular,format_3475
qiime_filter_fasta,1.9.1.0,selection|biom_fp,biom1,format_3746
qiime_filter_fasta,1.9.1.0,selection|subject_fasta_fp,fasta,format_1929
qiime_filter_fasta,1.9.1.0,selection|sample_id_fp,txt,format_2330
qiime_filter_fasta,1.9.1.0,selection|mapping_fp,txt,format_2330
qiime_filter_alignment,1.9.1.0,input_fasta_file,fasta,format_1929
qiime_assign_taxonomy,1.9.1.0,input_fasta_fp,fasta,format_1929
qiime_assign_taxonomy,1.9.1.0,id_to_taxonomy_condition|id_to_taxonomy_fp,tabular,format_3475
qiime_assign_taxonomy,1.9.1.0,methodcond|references|reference_seqs_fp,fasta,format_1929
qiime_assign_taxonomy,1.9.1.0,methodcond|read_1_seqs_fp,fasta,format_1929
qiime_assign_taxonomy,1.9.1.0,methodcond|read_2_seqs_fp,fasta,format_1929
qiime_make_phylogeny,1.9.1.0,input_fp,fasta,format_1929
qiime_beta_diversity,1.9.1.0,input_path,tabular,format_3475
qiime_beta_diversity,1.9.1.0,tree_path,nhx,format_1910
qiime_split_libraries,1.9.1.0,map,tabular,format_3475
qiime_split_libraries,1.9.1.0,fasta,fasta,format_1929
qiime_split_libraries,1.9.1.0,add_qual|qual,qual,format_3606
qiime_filter_samples_from_otu_table,1.9.1.0,input_fp,biom1,format_3746
qiime_filter_samples_from_otu_table,1.9.1.0,filtering|mapping_fp,txt,format_2330
qiime_filter_samples_from_otu_table,1.9.1.0,filtering|sample_id_fp,txt,format_2330
qiime_summarize_taxa_through_plots,1.9.1.0,otu_table_fp,biom1,format_3746
qiime_summarize_taxa_through_plots,1.9.1.0,mapping|mapping_fp,tabular,format_3475
qiime_summarize_taxa_through_plots,1.9.1.0,parameter_fp,txt,format_2330
qiime_multiple_split_libraries_fastq,1.9.1.0,input_files|reads,fastq,format_1930
qiime_multiple_split_libraries_fastq,1.9.1.0,input_files|barcodes,fastq,format_1930
qiime_multiple_split_libraries_fastq,1.9.1.0,input_files|mapping,txt,format_2330
qiime_multiple_split_libraries_fastq,1.9.1.0,parameter_fp,txt,format_2330
qiime_beta_diversity_through_plots,1.9.1.0,otu_table_fp,tabular,format_3475
qiime_beta_diversity_through_plots,1.9.1.0,mapping_fp,tabular,format_3475
qiime_beta_diversity_through_plots,1.9.1.0,tree_fp,txt,format_2330
qiime_beta_diversity_through_plots,1.9.1.0,parameter_fp,txt,format_2330
qiime_validate_mapping_file,1.9.1.0,mapping_fp,tabular,format_3475
mothur_chimera_vsearch,1.39.5.1,fasta,mothur.align,format_1929
mothur_chimera_vsearch,1.39.5.1,template|reference,fasta,format_1929
mothur_chimera_vsearch,1.39.5.1,template|group,mothur.groups,format_3475
mothur_chimera_vsearch,1.39.5.1,template|count,mothur.count_table,format_3475
mothur_chimera_vsearch,1.39.5.1,template|name,mothur.names,format_3475
mothur_clearcut,1.39.5.0,input|infile,mothur.align,format_1929
mothur_clearcut,1.39.5.0,input|infile,mothur.dist,format_2330
mothur_chimera_pintail,1.39.5.0,fasta,fasta,format_1929
mothur_chimera_pintail,1.39.5.0,alignment|reference,fasta,format_1929
mothur_chimera_pintail,1.39.5.0,mask_cond|mask,mothur.filter,format_2330
mothur_chimera_pintail,1.39.5.0,conservation,mothur.freq,format_3475
mothur_chimera_pintail,1.39.5.0,quantile,mothur.quan,format_3475
mothur_split_abund,1.39.5.0,fasta,fasta,format_1929
mothur_split_abund,1.39.5.0,search|input,mothur.names,format_3475
mothur_split_abund,1.39.5.0,search|input,mothur.list,format_2330
mothur_split_abund,1.39.5.0,search|input,mothur.count_table,format_3475
mothur_split_abund,1.39.5.0,split|group,mothur.groups,format_3475
mothur_chimera_slayer,1.39.5.0,fasta,fasta,format_1929
mothur_chimera_slayer,1.39.5.0,alignment|reference,fasta,format_1929
mothur_chimera_slayer,1.39.5.0,alignment|count,mothur.count_table,format_3475
mothur_chimera_slayer,1.39.5.0,alignment|name,mothur.names,format_3475
mothur_chimera_slayer,1.39.5.0,alignment|group,mothur.groups,format_3475
mothur_get_otus,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_get_otus,1.39.5.0,list,mothur.list,format_2330
mothur_get_otus,1.39.5.0,shared,mothur.shared,format_2330
mothur_get_otus,1.39.5.0,constaxonomy,mothur.cons.taxonomy,format_3475
mothur_get_otus,1.39.5.0,otucorr,mothur.otu.corr,format_3475
mothur_get_otus,1.39.5.0,corraxes,mothur.axes,format_3475
mothur_mimarks_attributes,1.39.5.0,biosample_in,xml,format_2332
mothur_filter_shared,1.39.5.0,otu,mothur.shared,format_2330
mothur_summary_single,1.39.5.0,otu,mothur.list,format_2330
mothur_pre_cluster,1.39.5.0,fasta,fasta,format_1929
mothur_pre_cluster,1.39.5.0,name,mothur.names,format_3475
mothur_pre_cluster,1.39.5.0,group,mothur.groups,format_3475
mothur_sub_sample,1.39.5.0,input|otu,fasta,format_1929
mothur_sub_sample,1.39.5.0,input|name_in,mothur.names,format_3475
mothur_sub_sample,1.39.5.0,input|use_group|group_in,mothur.groups,format_3475
mothur_sub_sample,1.39.5.0,input|otu,mothur.list,format_2330
mothur_sub_sample,1.39.5.0,input|otu,mothur.shared,format_2330
mothur_sub_sample,1.39.5.0,input|otu,mothur.sabund,format_2330
mothur_sub_sample,1.39.5.0,input|otu,mothur.rabund,format_2330
mothur_sub_sample,1.39.5.0,count,mothur.count_table,format_3475
mothur_sub_sample,1.39.5.0,taxonomy,mothur.seq.taxonomy,format_3475
mothur_get_oturep,1.39.5.0,otu,mothur.list,format_2330
mothur_get_oturep,1.39.5.0,method_condition|matrix_condition|dist,mothur.pair.dist,format_3475
mothur_get_oturep,1.39.5.0,method_condition|matrix_condition|nameOrCount,mothur.names,format_3475
mothur_get_oturep,1.39.5.0,method_condition|matrix_condition|dist,mothur.dist,format_2330
mothur_get_oturep,1.39.5.0,method_condition|fasta,fasta,format_1929
mothur_get_oturep,1.39.5.0,method_condition|pick|group,mothur.groups,format_3475
mothur_get_oturep,1.39.5.0,method_condition|nameOrCount,mothur.names,format_3475
mothur_chop_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_chop_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_chop_seqs,1.39.5.0,group,mothur.groups,format_3475
mothur_chop_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_sffinfo,1.39.5.0,sff,sff,format_3284
mothur_sffinfo,1.39.5.0,oligo|oligos,mothur.oligos,format_2330
mothur_sffinfo,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_remove_otulabels,1.39.5.0,accnos,mothur.otulabels,format_3475
mothur_remove_otulabels,1.39.5.0,infile|otu,mothur.list,format_2330
mothur_remove_otulabels,1.39.5.0,infile|otu,mothur.cons.taxonomy,format_3475
mothur_remove_otus,1.39.5.0,accnos,mothur.otulabels,format_3475
mothur_remove_otus,1.39.5.0,infile|otu,mothur.list,format_2330
mothur_remove_otus,1.39.5.0,infile|otu,mothur.cons.taxonomy,format_3475
mothur_lefse,1.39.5.0,otu,mothur.shared,format_2330
mothur_lefse,1.39.5.0,design,mothur.design,format_3475
mothur_rarefaction_single,1.39.5.0,otu,mothur.list,format_2330
mothur_get_sabund,1.39.5.0,otu,mothur.list,format_2330
mothur_get_sabund,1.39.5.0,count,mothur.count_table,format_3475
mothur_get_label,1.39.5.0,otu,mothur.list,format_2330
mothur_unifrac_unweighted,1.39.5.0,tree,mothur.tre,format_2330
mothur_unifrac_unweighted,1.39.5.0,group,mothur.groups,format_3475
mothur_unifrac_unweighted,1.39.5.0,name,mothur.names,format_3475
mothur_unifrac_unweighted,1.39.5.0,count,mothur.count_table,format_3475
mothur_cluster,1.39.5.0,matrix|dist,mothur.pair.dist,format_3475
mothur_cluster,1.39.5.0,matrix|name,mothur.names,format_3475
mothur_cluster,1.39.5.0,matrix|dist,mothur.dist,format_2330
mothur_cluster,1.39.5.0,matrix|fasta,mothur.align,format_1929
mothur_cluster,1.39.5.0,count,mothur.count_table,format_3475
mothur_cluster,1.39.5.0,select_method|fasta,mothur.align,format_1929
mothur_indicator,1.39.5.0,otu,mothur.shared,format_2330
mothur_indicator,1.39.5.0,withdesign|tree,mothur.tre,format_2330
mothur_indicator,1.39.5.0,withdesign|design,mothur.design,format_3475
mothur_get_dists,1.39.5.0,input|dist,mothur.pair.dist,format_3475
mothur_get_dists,1.39.5.0,input|dist,mothur.dist,format_2330
mothur_get_dists,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_remove_rare,1.39.5.0,input|otu,mothur.shared,format_2330
mothur_remove_rare,1.39.5.0,input|otu,mothur.list,format_2330
mothur_remove_rare,1.39.5.0,input|group,mothur.groups,format_3475
mothur_remove_rare,1.39.5.0,input|count,mothur.count_table,format_3475
mothur_remove_rare,1.39.5.0,input|otu,mothur.list,format_2330
mothur_consensus_seqs,1.39.5.0,fasta,mothur.align,format_1929
mothur_consensus_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_consensus_seqs,1.39.5.0,perotu|otu,mothur.list,format_2330
mothur_consensus_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_libshuff,1.39.5.0,dist,mothur.lower.dist,format_2330
mothur_libshuff,1.39.5.0,group,mothur.groups,format_3475
mothur_chimera_check,1.39.5.0,fasta,mothur.align,format_1929
mothur_chimera_check,1.39.5.0,alignment|reference,fasta,format_1929
mothur_chimera_check,1.39.5.0,svg_cond|name,mothur.names,format_3475
mothur_make_sra,1.39.5.0,project,tabular,format_3475
mothur_make_sra,1.39.5.0,sff,sff,format_3284
mothur_make_sra,1.39.5.0,oligos,mothur.oligos,format_2330
mothur_make_sra,1.39.5.0,mimark,txt,format_2330
mothur_make_sra,1.39.5.0,fastq,fastq,format_1930
mothur_chimera_bellerophon,1.39.5.0,fasta,fasta,format_1929
mothur_make_group,1.39.5.0,method|inputs|fasta,fasta,format_1929
mothur_remove_seqs,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_remove_seqs,1.39.5.0,fasta_in,fasta,format_1929
mothur_remove_seqs,1.39.5.0,qfile_in,qual,format_3606
mothur_remove_seqs,1.39.5.0,fastq_in,fastq,format_1930
mothur_remove_seqs,1.39.5.0,name_in,mothur.names,format_3475
mothur_remove_seqs,1.39.5.0,group_in,mothur.groups,format_3475
mothur_remove_seqs,1.39.5.0,alignreport_in,mothur.align.report,format_3475
mothur_remove_seqs,1.39.5.0,list_in,mothur.list,format_2330
mothur_remove_seqs,1.39.5.0,taxonomy_in,mothur.seq.taxonomy,format_3475
mothur_remove_seqs,1.39.5.0,count_in,mothur.count_table,format_3475
mothur_trim_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_trim_seqs,1.39.5.0,names,mothur.names,format_3475
mothur_trim_seqs,1.39.5.0,oligo|oligos,mothur.oligos,format_2330
mothur_trim_seqs,1.39.5.0,qual|qfile,qual454,format_3611
mothur_trim_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_count_groups,1.39.5.0,group,mothur.groups,format_3475
mothur_count_groups,1.39.5.0,groupnames|accnos,mothur.accnos,format_3475
mothur_seq_error,1.39.5.0,fasta_in,mothur.align,format_1929
mothur_seq_error,1.39.5.0,alignment|template,mothur.align,format_1929
mothur_seq_error,1.39.5.0,name_in,mothur.names,format_3475
mothur_seq_error,1.39.5.0,qual|qfile_in,qual,format_3606
mothur_seq_error,1.39.5.0,qual|alignreport_in,mothur.align.report,format_3475
mothur_seq_error,1.39.5.0,count,mothur.count_table,format_3475
mothur_nmds,1.39.5.0,dist,mothur.dist,format_2330
mothur_nmds,1.39.5.0,axes,mothur.axes,format_3475
mothur_dist_shared,1.39.5.0,otu,mothur.shared,format_2330
mothur_align_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_align_seqs,1.39.5.0,alignment|reference,fasta,format_1929
mothur_merge_groups,1.39.5.0,otu,mothur.shared,format_2330
mothur_merge_groups,1.39.5.0,group,mothur.groups,format_3475
mothur_merge_groups,1.39.5.0,fasta,fasta,format_1929
mothur_merge_groups,1.39.5.0,design|design_dataset,tabular,format_3475
mothur_align_check,1.39.5.0,fasta,mothur.align,format_1929
mothur_align_check,1.39.5.0,ss|map,mothur.map,format_3475
mothur_align_check,1.39.5.0,count,mothur.count_table,format_3475
mothur_align_check,1.39.5.0,name,mothur.names,format_3475
mothur_metastats,1.39.5.0,otu,mothur.shared,format_2330
mothur_metastats,1.39.5.0,design,mothur.design,format_3475
mothur_otu_association,1.39.5.0,otu,mothur.shared,format_2330
mothur_otu_association,1.39.5.0,metadata,tabular,format_3475
mothur_get_communitytype,1.39.5.0,otu,mothur.shared,format_2330
mothur_list_otulabels,1.39.5.0,otu,mothur.shared,format_2330
mothur_get_otulabels,1.39.5.0,accnos,mothur.otulabels,format_3475
mothur_get_otulabels,1.39.5.0,infile|otu,mothur.list,format_2330
mothur_get_otulabels,1.39.5.0,infile|otu,mothur.cons.taxonomy,format_3475
mothur_count_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_count_seqs,1.39.5.0,grouping|group,mothur.groups,format_3475
mothur_make_contigs,1.39.5.0,input_type|forward_fastq,fastq,format_1930
mothur_make_contigs,1.39.5.0,input_type|reverse_fastq,fastq,format_1930
mothur_make_contigs,1.39.5.0,oligo|oligos,mothur.oligos,format_2330
mothur_make_contigs,1.39.5.0,oligo|findex,fastq,format_1930
mothur_make_contigs,1.39.5.0,oligo|rindex,fastq,format_1930
mothur_get_relabund,1.39.5.0,otu,mothur.shared,format_2330
mothur_sens_spec,1.39.5.0,matrix|dist,mothur.pair.dist,format_3475
mothur_sens_spec,1.39.5.0,matrix|method_name|count,mothur.count_table,format_3475
mothur_sens_spec,1.39.5.0,matrix|method_name|names,mothur.names,format_3475
mothur_sens_spec,1.39.5.0,matrix|dist,mothur.dist,format_2330
mothur_sens_spec,1.39.5.0,otu,mothur.list,format_2330
mothur_sens_spec,1.39.5.0,dist,mothur.dist,format_2330
mothur_fastq_info,1.39.5.0,fastq,fastq,format_1930
mothur_fastq_info,1.39.5.0,oligo|oligos,mothur.oligos,format_2330
mothur_chimera_ccode,1.39.5.0,fasta,mothur.align,format_1929
mothur_chimera_ccode,1.39.5.0,alignment|reference,fasta,format_1929
mothur_chimera_ccode,1.39.5.0,mask_cond|mask,mothur.filter,format_2330
mothur_create_database,1.39.5.0,otu,mothur.list,format_2330
mothur_create_database,1.39.5.0,repfasta,fasta,format_1929
mothur_create_database,1.39.5.0,nameOrCount,mothur.names,format_3475
mothur_create_database,1.39.5.0,constaxonomy,mothur.cons.taxonomy,format_3475
mothur_create_database,1.39.5.0,group,mothur.groups,format_3475
mothur_deunique_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_deunique_seqs,1.39.5.0,inputtype|names,mothur.names,format_3475
mothur_deunique_seqs,1.39.5.0,inputtype|names,mothur.count_table,format_3475
mothur_deunique_tree,1.39.5.0,tree,mothur.tre,format_2330
mothur_deunique_tree,1.39.5.0,names,mothur.names,format_3475
mothur_merge_taxsummary,1.39.5.0,input,mothur.tax.summary,format_3475
mothur_summary_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_summary_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_summary_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_degap_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_get_sharedseqs,1.39.5.0,infile|otu,mothur.shared,format_2330
mothur_get_sharedseqs,1.39.5.0,infile|otu,mothur.list,format_2330
mothur_get_sharedseqs,1.39.5.0,infile|group,mothur.groups,format_3475
mothur_get_sharedseqs,1.39.5.0,infile|count_in,mothur.count_table,format_3475
mothur_get_sharedseqs,1.39.5.0,infile|fasta,fasta,format_1929
mothur_biom_info,1.39.5.0,biom,biom1,format_3746
mothur_pairwise_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_merge_count,1.39.5.0,input,mothur.count_table,format_3475
mothur_unifrac_weighted,1.39.5.0,tree,mothur.tre,format_2330
mothur_unifrac_weighted,1.39.5.0,group,mothur.groups,format_3475
mothur_unifrac_weighted,1.39.5.0,name,mothur.names,format_3475
mothur_unifrac_weighted,1.39.5.0,count,mothur.count_table,format_3475
mothur_pcr_seqs,1.39.5.0,fasta,mothur.align,format_1929
mothur_pcr_seqs,1.39.5.0,trim|oligos,mothur.oligos,format_2330
mothur_pcr_seqs,1.39.5.0,trim|ecoli,mothur.align,format_1929
mothur_pcr_seqs,1.39.5.0,taxonomy_in,mothur.seq.taxonomy,format_3475
mothur_pcr_seqs,1.39.5.0,name_in,mothur.names,format_3475
mothur_pcr_seqs,1.39.5.0,group_in,mothur.groups,format_3475
mothur_make_lookup,1.39.5.0,reference|template,fasta,format_1929
mothur_make_lookup,1.39.5.0,flow,mothur.sff.flow,format_3475
mothur_make_lookup,1.39.5.0,error,tabular,format_3475
mothur_get_group,1.39.5.0,shared,mothur.shared,format_2330
mothur_normalize_shared,1.39.5.0,otu,mothur.shared,format_2330
mothur_taxonomy_to_krona,1.0,inputfile,mothur.cons.taxonomy,format_3475
mothur_remove_groups,1.39.5.0,groupnames|group_in,mothur.groups,format_3475
mothur_remove_groups,1.39.5.0,groupnames|fasta_in,mothur.align,format_1929
mothur_remove_groups,1.39.5.0,groupnames|name_in,mothur.names,format_3475
mothur_remove_groups,1.39.5.0,groupnames|list_in,mothur.list,format_2330
mothur_remove_groups,1.39.5.0,groupnames|taxonomy_in,mothur.seq.taxonomy,format_3475
mothur_remove_groups,1.39.5.0,groupnames|phylip_in,mothur.lower.dist,format_2330
mothur_remove_groups,1.39.5.0,groupnames|column_in,mothur.pair.dist,format_3475
mothur_remove_groups,1.39.5.0,groupnames|shared_in,mothur.shared,format_2330
mothur_chimera_perseus,1.39.5.0,fasta,mothur.align,format_1929
mothur_chimera_perseus,1.39.5.0,name,mothur.names,format_3475
mothur_chimera_perseus,1.39.5.0,group,mothur.groups,format_3475
mothur_split_groups,1.39.5.0,fasta,fasta,format_1929
mothur_split_groups,1.39.5.0,name,mothur.names,format_3475
mothur_split_groups,1.39.5.0,group,mothur.groups,format_3475
mothur_split_groups,1.39.5.0,count,mothur.count_table,format_3475
mothur_classify_tree,1.39.5.0,taxonomy,mothur.ref.taxonomy,format_3475
mothur_classify_tree,1.39.5.0,tree,txt,format_2330
mothur_classify_tree,1.39.5.0,name,mothur.names,format_3475
mothur_classify_tree,1.39.5.0,group,mothur.groups,format_3475
mothur_make_fastq,1.39.5.0,fasta,fasta,format_1929
mothur_make_fastq,1.39.5.0,qfile,qual454,format_3611
mothur_pca,1.39.5.0,otu,mothur.shared,format_2330
mothur_mantel,1.39.5.0,dist,mothur.dist,format_2330
mothur_mantel,1.39.5.0,dist2,mothur.dist,format_2330
mothur_summary_qual,1.39.5.0,qfile,qual,format_3606
